x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.2267891764640808,0.7995550036430359,9.62240505941736e-07,0.3001650273799896,0.6958383917808533,0.0010849004611372948,0.3312740921974182,0.6204484701156616,-0.040612854063510895,0.361339807510376,0.5745044946670532,-0.0830734372138977,0.39044487476348877,0.5190737247467041,-0.13154567778110504,0.25372442603111267,0.5936514139175415,-0.15652154386043549,0.2807092070579529,0.519291341304779,-0.24295122921466827,0.3275173306465149,0.4820232391357422,-0.2972135543823242,0.37435612082481384,0.4609609842300415,-0.3340288996696472,0.2383822798728943,0.6532149314880371,-0.19602127373218536,0.26152274012565613,0.5827054977416992,-0.300415575504303,0.3181706964969635,0.5458698868751526,-0.35351985692977905,0.37263622879981995,0.5210548639297485,-0.39139604568481445,0.23512037098407745,0.722094714641571,-0.22829405963420868,0.25927814841270447,0.6720801591873169,-0.32639533281326294,0.3129856586456299,0.6335762739181519,-0.3739859163761139,0.36358579993247986,0.6087418794631958,-0.40345296263694763,0.2432892620563507,0.7896072268486023,-0.25431719422340393,0.2739236354827881,0.7766933441162109,-0.3328858017921448,0.31654080748558044,0.7547661662101746,-0.3716660439968109,0.35813841223716736,0.7363497018814087,-0.40041017532348633,carta
0.23034262657165527,0.7947371602058411,8.840847840474453e-07,0.28649449348449707,0.6847177147865295,0.007643268443644047,0.3126741945743561,0.6119773387908936,-0.029085516929626465,0.3387380540370941,0.5662623643875122,-0.06649082899093628,0.36781373620033264,0.5130770206451416,-0.10893715173006058,0.2552487552165985,0.595267653465271,-0.1502106636762619,0.2833431363105774,0.5202467441558838,-0.23397627472877502,0.32784271240234375,0.48026078939437866,-0.2852678894996643,0.3685610592365265,0.45609375834465027,-0.31901609897613525,0.2483408898115158,0.6560317873954773,-0.1890787035226822,0.2708345353603363,0.5839765071868896,-0.2935939431190491,0.32743164896965027,0.5435253977775574,-0.34340235590934753,0.379436194896698,0.5147145390510559,-0.3761676251888275,0.25043752789497375,0.7241194844245911,-0.21970896422863007,0.27895042300224304,0.6733678579330444,-0.3182252049446106,0.3332045376300812,0.6289361715316772,-0.36293819546699524,0.38039976358413696,0.5982576608657837,-0.3874690532684326,0.2627868056297302,0.788851261138916,-0.24282433092594147,0.29827290773391724,0.7744930982589722,-0.3197733461856842,0.34257885813713074,0.7501428723335266,-0.35481947660446167,0.3836049437522888,0.7299537658691406,-0.3788166642189026,carta
0.22648030519485474,0.7862255573272705,9.087768262361351e-07,0.27947381138801575,0.6727595329284668,0.004479688126593828,0.30669647455215454,0.6022518873214722,-0.033025313168764114,0.3333490192890167,0.5627262592315674,-0.06862583756446838,0.36280107498168945,0.5163021087646484,-0.10810987651348114,0.24599511921405792,0.5863059759140015,-0.16211232542991638,0.27337881922721863,0.5126056671142578,-0.24255196750164032,0.3185291290283203,0.46769165992736816,-0.28745919466018677,0.3613169193267822,0.440582275390625,-0.3170783519744873,0.23873992264270782,0.6495329141616821,-0.19814440608024597,0.2659871280193329,0.5756786465644836,-0.3045502305030823,0.3236011266708374,0.5304983854293823,-0.3539299964904785,0.37797343730926514,0.5003865957260132,-0.38629481196403503,0.24527102708816528,0.7177292108535767,-0.2249891459941864,0.28323304653167725,0.666883647441864,-0.32408785820007324,0.3402544856071472,0.618018627166748,-0.3712325096130371,0.3876810073852539,0.5838014483451843,-0.39782944321632385,0.2645735442638397,0.7824870347976685,-0.24419496953487396,0.30734026432037354,0.7607195973396301,-0.3215082883834839,0.3528864085674286,0.7342307567596436,-0.35992392897605896,0.39327847957611084,0.7125441431999207,-0.3870798349380493,carta
0.21312889456748962,0.7949192523956299,9.540648306938238e-07,0.23886513710021973,0.6669814586639404,-0.006485541816800833,0.2656722962856293,0.5843051075935364,-0.04941345006227493,0.2989402711391449,0.5328583717346191,-0.08894133567810059,0.33432072401046753,0.4814339280128479,-0.1314849853515625,0.22442063689231873,0.583670973777771,-0.1698947250843048,0.25777578353881836,0.5050482749938965,-0.25404852628707886,0.30253562331199646,0.4544156491756439,-0.30066901445388794,0.341946542263031,0.41900572180747986,-0.32877877354621887,0.22820675373077393,0.650969922542572,-0.19987614452838898,0.2691201865673065,0.5683378577232361,-0.2991282343864441,0.32859915494918823,0.5130040049552917,-0.3431144058704376,0.3794281482696533,0.47593873739242554,-0.37097546458244324,0.24806436896324158,0.718072772026062,-0.2222050577402115,0.29384905099868774,0.6465509533882141,-0.3131961524486542,0.3549443483352661,0.5888296961784363,-0.35420119762420654,0.40258949995040894,0.5470936298370361,-0.37613585591316223,0.28054022789001465,0.7801895141601562,-0.2386905699968338,0.3340734839439392,0.7366615533828735,-0.30519720911979675,0.3801214098930359,0.6943078637123108,-0.33587247133255005,0.41977983713150024,0.6581519246101379,-0.35698169469833374,carta
0.20813453197479248,0.8027729988098145,8.331140293194039e-07,0.2055903673171997,0.6932999491691589,-0.01045895367860794,0.23099708557128906,0.57799232006073,-0.0333237387239933,0.2643895447254181,0.4864835739135742,-0.050582367926836014,0.29373669624328613,0.4167730212211609,-0.06799671053886414,0.21067914366722107,0.6180310845375061,-0.11881978064775467,0.2673662304878235,0.50347900390625,-0.16468118131160736,0.3177028298377991,0.4348676800727844,-0.18210768699645996,0.3580872714519501,0.3938281834125519,-0.18980297446250916,0.2317555695772171,0.6797969937324524,-0.13045813143253326,0.2935805320739746,0.5591763854026794,-0.18609222769737244,0.3519892394542694,0.483309805393219,-0.201778843998909,0.3939336836338043,0.43986886739730835,-0.2088562399148941,0.26672548055648804,0.7372157573699951,-0.13634911179542542,0.33184513449668884,0.625873327255249,-0.18369311094284058,0.38830918073654175,0.5509302020072937,-0.19802306592464447,0.42384469509124756,0.49941039085388184,-0.20262321829795837,0.3069054186344147,0.7842392325401306,-0.13939955830574036,0.37357011437416077,0.7016396522521973,-0.1740751564502716,0.41181322932243347,0.6473355293273926,-0.18559715151786804,0.435977578163147,0.6070771217346191,-0.19079628586769104,carta
0.21362510323524475,0.8029256463050842,7.3949257739514e-07,0.2097504436969757,0.6903777122497559,-0.006692758295685053,0.2363164722919464,0.5798729658126831,-0.02619211934506893,0.2675045132637024,0.4858444333076477,-0.03938582167029381,0.27905964851379395,0.4103926718235016,-0.05271068215370178,0.21407267451286316,0.6096494197845459,-0.11324235796928406,0.2691768705844879,0.4925398528575897,-0.1561284363269806,0.31396135687828064,0.4200804829597473,-0.17074833810329437,0.3499588966369629,0.37449750304222107,-0.17552217841148376,0.2417263686656952,0.6671554446220398,-0.12235307693481445,0.3025791347026825,0.5433756113052368,-0.17508335411548615,0.35479968786239624,0.46244680881500244,-0.18841731548309326,0.39255380630493164,0.41330188512802124,-0.19328685104846954,0.2808797061443329,0.7184812426567078,-0.12493640929460526,0.34741535782814026,0.6013147234916687,-0.17012238502502441,0.3931935429573059,0.522478461265564,-0.18252338469028473,0.42323392629623413,0.4674977660179138,-0.1848188191652298,0.3225112855434418,0.7623324990272522,-0.12381778657436371,0.3854067325592041,0.6739325523376465,-0.1544996201992035,0.4177788197994232,0.6191153526306152,-0.16287189722061157,0.4382936358451843,0.5778111219406128,-0.16529710590839386,carta
0.21972033381462097,0.7974398136138916,7.197364197963907e-07,0.21159574389457703,0.6876484155654907,-0.006965260487049818,0.23558929562568665,0.5715529322624207,-0.023536590859293938,0.2628493010997772,0.4772524833679199,-0.03574378415942192,0.2631542682647705,0.405520498752594,-0.04832868278026581,0.22275617718696594,0.5887326002120972,-0.0869370773434639,0.27836114168167114,0.468492329120636,-0.11999205499887466,0.3195123076438904,0.40084588527679443,-0.13025639951229095,0.3523036539554596,0.3554098606109619,-0.13303709030151367,0.25050702691078186,0.6431145668029785,-0.09586291760206223,0.3163810968399048,0.5131803750991821,-0.13343101739883423,0.36486467719078064,0.43596935272216797,-0.14248357713222504,0.40014588832855225,0.38580119609832764,-0.14532092213630676,0.28906381130218506,0.6945624351501465,-0.09983741492033005,0.3560769557952881,0.5741045475006104,-0.13005897402763367,0.39836615324020386,0.499737411737442,-0.13599629700183868,0.42598915100097656,0.4464041292667389,-0.13612347841262817,0.3299916386604309,0.7407262325286865,-0.10172926634550095,0.3912757635116577,0.6469465494155884,-0.12185399979352951,0.421732634305954,0.5924238562583923,-0.12503618001937866,0.44174349308013916,0.5503407120704651,-0.12441347539424896,carta
0.23238012194633484,0.782731831073761,6.026065193509567e-07,0.21247300505638123,0.6740472316741943,-0.00414015119895339,0.23008668422698975,0.5666760802268982,-0.019484106451272964,0.25595682859420776,0.47648191452026367,-0.030451811850070953,0.25341159105300903,0.4059274196624756,-0.041347015649080276,0.23335431516170502,0.5763139128684998,-0.07970316708087921,0.2892710864543915,0.44713664054870605,-0.10847996175289154,0.3291531205177307,0.38579678535461426,-0.11387918889522552,0.3595936596393585,0.34647229313850403,-0.11276955157518387,0.27019935846328735,0.6244120597839355,-0.08694202452898026,0.3352258503437042,0.48702913522720337,-0.11678138375282288,0.37617477774620056,0.4170689582824707,-0.11836307495832443,0.40333130955696106,0.3729436993598938,-0.11634183675050735,0.3110285997390747,0.6707874536514282,-0.08931304514408112,0.3750208616256714,0.543557345867157,-0.1104009822010994,0.40881848335266113,0.4766671061515808,-0.10722190886735916,0.42895209789276123,0.428352415561676,-0.10237415134906769,0.3492094874382019,0.7147782444953918,-0.08997240662574768,0.40579187870025635,0.6213705539703369,-0.10254483669996262,0.4311007261276245,0.5689672827720642,-0.0996238961815834,0.44594746828079224,0.5272695422172546,-0.09502510726451874,carta
0.23908793926239014,0.7769298553466797,4.5543382043433667e-07,0.2088412046432495,0.6713159680366516,-0.005827049724757671,0.21742844581604004,0.5674112439155579,-0.018001198768615723,0.24051052331924438,0.47774720191955566,-0.025278396904468536,0.24889418482780457,0.4079776406288147,-0.032374341040849686,0.2493753284215927,0.5781042575836182,-0.06901998072862625,0.29959815740585327,0.4440171420574188,-0.09145040065050125,0.3328086733818054,0.38463807106018066,-0.09296957403421402,0.3577740490436554,0.3480660021305084,-0.08944092690944672,0.29436713457107544,0.6188796162605286,-0.07125215977430344,0.35055166482925415,0.47895750403404236,-0.0919734314084053,0.38270601630210876,0.4128724932670593,-0.0893610268831253,0.40299323201179504,0.37224623560905457,-0.08516795188188553,0.33516591787338257,0.6590718030929565,-0.06935981661081314,0.38757386803627014,0.5290132761001587,-0.08284176886081696,0.41364604234695435,0.46586769819259644,-0.07805076241493225,0.4276350438594818,0.42273277044296265,-0.07309691607952118,0.3678359389305115,0.6979172825813293,-0.06612323969602585,0.4145510196685791,0.6116164922714233,-0.07508990913629532,0.434891015291214,0.5592656135559082,-0.07243665307760239,0.44558441638946533,0.5154655575752258,-0.06821435689926147,carta
0.2452544867992401,0.7777948379516602,3.1863768867879116e-07,0.21346145868301392,0.6740081906318665,-0.0026910912711173296,0.21906882524490356,0.5708214044570923,-0.011364859528839588,0.24286285042762756,0.48001083731651306,-0.015843108296394348,0.2539252042770386,0.4070490002632141,-0.01934148371219635,0.26722952723503113,0.5683212280273438,-0.05428417772054672,0.31426018476486206,0.43657323718070984,-0.06886528432369232,0.34158509969711304,0.38137659430503845,-0.06543532758951187,0.36181432008743286,0.34700852632522583,-0.058439355343580246,0.3148108422756195,0.6061595678329468,-0.05420519411563873,0.3674364686012268,0.470337450504303,-0.06475134938955307,0.39370444416999817,0.41190552711486816,-0.055391620844602585,0.40898627042770386,0.38013219833374023,-0.04619862139225006,0.3531683385372162,0.6452488899230957,-0.050553157925605774,0.4011152386665344,0.5229992270469666,-0.05576082319021225,0.4221228361129761,0.46747294068336487,-0.04621388763189316,0.43113580346107483,0.4324932396411896,-0.03789566457271576,0.38125938177108765,0.6842266321182251,-0.045617785304784775,0.42360636591911316,0.6068981289863586,-0.04569534957408905,0.4407100975513458,0.5598775744438171,-0.03780495002865791,0.44739729166030884,0.5203946232795715,-0.02981635555624962,carta
